test_id,group_id,group_name,group_type,smiles,formula,inchi,python_success,python_groups,python_n_groups,python_error
490,49,Specificity test for group 49,Specificity,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C7H2F14,"InChI=1S/C7F14/c8-1(2(9)4(12,13)6(16,17)18)3(10,11)5(14,15)7(19,20)21",True,"[18, 19, 41, 48, 49]",5,
491,41,Specificity test for group 41,Specificity,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C7H2F14,"InChI=1S/C7F14/c8-1(2(9)4(12,13)6(16,17)18)3(10,11)5(14,15)7(19,20)21",True,"[18, 19, 41, 48, 49]",5,
492,49,Specificity test for group 49,Specificity,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C7H2F14,"InChI=1S/C7F14/c8-1(2(9)4(12,13)6(16,17)18)3(10,11)5(14,15)7(19,20)21",True,"[18, 19, 41, 48, 49]",5,
493,27,Specificity test for group 27,Specificity,O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H2F14O,"InChI=1S/C7F14O/c8-2(9,1(22)3(10,11)6(16,17)18)4(12,13)5(14,15)7(19,20)21",True,"[27, 28, 30, 48]",4,
494,30,Specificity test for group 30,Specificity,O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H2F14O,"InChI=1S/C7F14O/c8-2(9,1(22)3(10,11)6(16,17)18)4(12,13)5(14,15)7(19,20)21",True,"[27, 28, 30, 48]",4,
495,27,Specificity test for group 27,Specificity,O=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H2F14O,"InChI=1S/C7F14O/c8-3(9,10)1(22)2(5(13,14)15,6(16,17)18)4(11,12)7(19,20)21",True,"[27, 28, 30, 48]",4,
496,30,Specificity test for group 30,Specificity,O=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H2F14O,"InChI=1S/C7F14O/c8-3(9,10)1(22)2(5(13,14)15,6(16,17)18)4(11,12)7(19,20)21",True,"[27, 28, 30, 48]",4,
497,42,Specificity test for group 42,Specificity,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)C(F)(F)F,C7H2F15I,"InChI=1S/C7F15I/c8-1(9,3(12,13)6(17,18)19)2(10,11)5(16,23)4(14,15)7(20,21)22",True,"[21, 25, 42, 48]",4,
498,25,Specificity test for group 25,Specificity,FC(F)(F)C(F)(C(F)(F)I)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7F15I,"InChI=1S/C7F15I/c8-2(6(18,19)20,7(21,22)23)1(3(9,10)11,4(12,13)14)5(15,16)17",True,"[21, 25, 42, 48]",4,
499,42,Specificity test for group 42,Specificity,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(I)C(F)(F)F,C7H2F15I,"InChI=1S/C7F15I/c8-2(9,6(17,18)19)1(4(11,12)13,5(14,15)16)3(10,23)7(20,21)22",True,"[21, 25, 42, 48]",4,
500,31,Specificity test for group 31,Specificity,FC(F)(F)OC(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F16O,"InChI=1S/C7F16O/c8-2(6(18,19)20,24-7(21,22)23)1(3(9,10)11,4(12,13)14)5(15,16)17",True,"[17, 23, 31, 48]",4,
501,16,Specificity test for group 16,Specificity,FC(F)(F)OC(F)(C(F)(F)F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H4F16O2,"InChI=1S/C7F16O2/c8-2(5(15,16)17,25-7(21,22)23)1(3(9,10)11,4(12,13)14)24-6(18,19)20",True,"[16, 17, 23, 31, 48]",5,
502,26,Specificity test for group 26,Specificity,O=S(=O)(F)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7F16O2S,"InChI=1S/C7F16O2S/c8-2(6(18,19)20,7(21,22)26(23,24)25)1(3(9,10)11,4(12,13)14)5(15,16)17",True,"[23, 26, 48]",3,
503,35,Specificity test for group 35,Specificity,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)C(=O)Cl)C(F)(F)C(F)(F)F,C7H2ClF11O,"InChI=1S/C7H2ClF11O/c8-2(20)4(10,11)3(1-9,6(14,15)16)5(12,13)7(17,18)19/h1H2",True,"[35, 48]",2,
504,35,Specificity test for group 35,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(C(=O)Cl)C(F)(F)F,C7H2ClF11O,"InChI=1S/C7H2ClF11O/c8-2(20)4(12,7(17,18)19)1(9)5(13,14)6(15,16)3(10)11/h1,3H",True,"[35, 48]",2,
505,3,Specificity test for group 3,Specificity,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,C7H2F10O4,"InChI=1S/C7H2F10O4/c8-3(9,1(18)19)5(12,13)7(16,17)6(14,15)4(10,11)2(20)21/h(H,18,19)(H,20,21)",True,"[33, 48]",2,
506,3,Specificity test for group 3,Specificity,O=C(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(=O)O,C7H2F10O4,"InChI=1S/C7H2F10O4/c8-3(9,1(18)19)5(12,7(15,16)17)6(13,14)4(10,11)2(20)21/h(H,18,19)(H,20,21)",True,"[33, 48]",2,
507,3,Specificity test for group 3,Specificity,O=C(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C7H2F10O4,"InChI=1S/C7H2F10O4/c8-3(9,1(18)19)5(6(12,13)14,7(15,16)17)4(10,11)2(20)21/h(H,18,19)(H,20,21)",True,[33],1,
508,19,Specificity test for group 19,Specificity,[H]C(F)(F)C(C=C(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H4F12,"InChI=1S/C7H2F12/c8-2(5(11,12)13)1-4(3(9)10,6(14,15)16)7(17,18)19/h1,3H",True,"[19, 41, 49]",3,
509,49,Specificity test for group 49,Specificity,[H]C(F)(F)C(C=C(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H4F12,"InChI=1S/C7H2F12/c8-2(5(11,12)13)1-4(3(9)10,6(14,15)16)7(17,18)19/h1,3H",True,"[19, 41, 49]",3,
510,19,Specificity test for group 19,Specificity,[H]C(F)(F)C(F)(C=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,C7H4F12,"InChI=1S/C7H2F12/c8-2(5(12,13)7(17,18)19)1-4(11,3(9)10)6(14,15)16/h1,3H",True,"[19, 41, 48, 49]",4,
511,49,Specificity test for group 49,Specificity,[H]C(F)(F)C(F)(C=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,C7H4F12,"InChI=1S/C7H2F12/c8-2(5(12,13)7(17,18)19)1-4(11,3(9)10)6(14,15)16/h1,3H",True,"[19, 41, 48, 49]",4,
512,32,Specificity test for group 32,Specificity,O=C(OCC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,C7H4F12O2,"InChI=1S/C7H2F12O2/c8-3(5(11,12)13,6(14,15)16)1-21-2(20)4(9,10)7(17,18)19/h1H2",True,"[32, 48]",2,
513,32,Specificity test for group 32,Specificity,O=C(OCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C7H4F12O2,"InChI=1S/C7H2F12O2/c8-3(9,6(14,15)16)1-21-2(20)4(10,11)5(12,13)7(17,18)19/h1H2",True,"[32, 48]",2,
514,32,Specificity test for group 32,Specificity,O=C(OCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C7H4F12O2,"InChI=1S/C7H2F12O2/c8-3(9,6(14,15)16)1-21-2(20)4(10,11)5(12,13)7(17,18)19/h1H2",True,"[32, 48]",2,
515,32,Specificity test for group 32,Specificity,O=C(OCC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C7H4F12O2,"InChI=1S/C7H2F12O2/c8-4(9,10)2(20)21-1-3(5(11,12)13,6(14,15)16)7(17,18)19/h1H2",True,[32],1,
516,14,Specificity test for group 14,Specificity,OC(F)(F)C(F)(C(F)(F)F)C(C(O)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F14O2,"InChI=1S/C7H2F14O2/c8-2(5(15,16)17,7(20,21)23)1(3(9,10)11,4(12,13)14)6(18,19)22/h22-23H",True,"[14, 29, 48]",3,
517,8,Specificity test for group 8,Specificity,O=S(=O)(O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C7H2F14O6S2,"InChI=1S/C7H2F14O6S2/c8-2(5(15,16)17,7(20,21)29(25,26)27)1(3(9,10)11,4(12,13)14)6(18,19)28(22,23)24/h(H,22,23,24)(H,25,26,27)",True,"[7, 8, 36, 48]",4,
518,13,Specificity test for group 13,Specificity,O=[PH](O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F15O2P,"InChI=1S/C7H2F15O2P/c8-2(6(18,19)20,7(21,22)25(23)24)1(3(9,10)11,4(12,13)14)5(15,16)17/h25H,(H,23,24)",True,"[13, 40, 48]",3,
519,40,Specificity test for group 40,Specificity,O=[PH](O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F15O2P,"InChI=1S/C7H2F15O2P/c8-2(6(18,19)20,7(21,22)25(23)24)1(3(9,10)11,4(12,13)14)5(15,16)17/h25H,(H,23,24)",True,"[13, 40, 48]",3,
520,12,Specificity test for group 12,Specificity,O=P(O)(O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F15O3P,"InChI=1S/C7H2F15O3P/c8-2(6(18,19)20,7(21,22)26(23,24)25)1(3(9,10)11,4(12,13)14)5(15,16)17/h(H2,23,24,25)",True,"[12, 39, 48]",3,
521,39,Specificity test for group 39,Specificity,O=P(O)(O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F15O3P,"InChI=1S/C7H2F15O3P/c8-2(6(18,19)20,7(21,22)26(23,24)25)1(3(9,10)11,4(12,13)14)5(15,16)17/h(H2,23,24,25)",True,"[12, 39, 48]",3,
522,43,Specificity test for group 43,Specificity,O=S(=O)(NC(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C7H3F16NO2S,"InChI=1S/C7H2F16NO2S/c8-2(6(18,19)20,24-27(25,26)7(21,22)23)1(3(9,10)11,4(12,13)14)5(15,16)17/h27H,(H,24,25,26)",True,"[23, 43, 47, 48]",4,
523,28,Specificity test for group 28,Specificity,[H]C([H])(F)C(=O)C(C([H])(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H5F11O,"InChI=1S/C7H3F11O/c8-1-2(19)4(3(9)10,6(13,14)15)5(11,12)7(16,17)18/h3H,1H2",True,"[28, 30, 48]",3,
524,30,Specificity test for group 30,Specificity,[H]C([H])(F)C(=O)C(C([H])(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H5F11O,"InChI=1S/C7H3F11O/c8-1-2(19)4(3(9)10,6(13,14)15)5(11,12)7(16,17)18/h3H,1H2",True,"[28, 30, 48]",3,
525,28,Specificity test for group 28,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(=O)C([H])(F)C(F)(F)F,C7H5F11O,"InChI=1S/C7H3F11O/c8-2(1(19)3(9)7(16,17)18)5(12,13)6(14,15)4(10)11/h2-4H",True,"[28, 30, 48]",3,
526,30,Specificity test for group 30,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(=O)C([H])(F)C(F)(F)F,C7H5F11O,"InChI=1S/C7H3F11O/c8-2(1(19)3(9)7(16,17)18)5(12,13)6(14,15)4(10)11/h2-4H",True,"[28, 30, 48]",3,
527,2,Specificity test for group 2,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(C(=O)O)C(F)(F)F,C7H3F11O2,"InChI=1S/C7H3F11O2/c8-1(4(11,3(19)20)7(16,17)18)5(12,13)6(14,15)2(9)10/h1-2H,(H,19,20)",True,"[2, 33, 48]",3,
528,33,Specificity test for group 33,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(C(=O)O)C(F)(F)F,C7H3F11O2,"InChI=1S/C7H3F11O2/c8-1(4(11,3(19)20)7(16,17)18)5(12,13)6(14,15)2(9)10/h1-2H,(H,19,20)",True,"[2, 33, 48]",3,
529,2,Specificity test for group 2,Specificity,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)F,C7H3F11O2,"InChI=1S/C7H3F11O2/c8-1-3(6(13,14)15,4(9,10)2(19)20)5(11,12)7(16,17)18/h1H2,(H,19,20)",True,"[2, 33, 48]",3,
530,33,Specificity test for group 33,Specificity,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)F,C7H3F11O2,"InChI=1S/C7H3F11O2/c8-1-3(6(13,14)15,4(9,10)2(19)20)5(11,12)7(16,17)18/h1H2,(H,19,20)",True,"[2, 33, 48]",3,
531,32,Specificity test for group 32,Specificity,[H]C(F)(F)C(F)(COC(=O)C(F)(F)C(F)(F)F)C(F)(F)F,C7H5F11O2,"InChI=1S/C7H3F11O2/c8-2(9)4(10,6(13,14)15)1-20-3(19)5(11,12)7(16,17)18/h2H,1H2",True,"[32, 48]",2,
532,32,Specificity test for group 32,Specificity,[H]C(F)(F)C(COC(=O)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H5F11O2,"InChI=1S/C7H3F11O2/c8-2(9)4(6(13,14)15,7(16,17)18)1-20-3(19)5(10,11)12/h2H,1H2",True,[32],1,
533,2,Specificity test for group 2,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC(F)(C(=O)O)C(F)(F)F,C7H5F11O3,"InChI=1S/C7H3F11O3/c8-1(9)4(11,12)5(13,14)2(10)21-6(15,3(19)20)7(16,17)18/h1-2H,(H,19,20)",True,"[2, 31, 33, 48]",4,
534,5,Specificity test for group 5,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC(F)(C(=O)O)C(F)(F)F,C7H5F11O3,"InChI=1S/C7H3F11O3/c8-1(9)4(11,12)5(13,14)2(10)21-6(15,3(19)20)7(16,17)18/h1-2H,(H,19,20)",True,"[2, 31, 33, 48]",4,
535,31,Specificity test for group 31,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC(F)(C(=O)O)C(F)(F)F,C7H5F11O3,"InChI=1S/C7H3F11O3/c8-1(9)4(11,12)5(13,14)2(10)21-6(15,3(19)20)7(16,17)18/h1-2H,(H,19,20)",True,"[2, 31, 33, 48]",4,
536,33,Specificity test for group 33,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC(F)(C(=O)O)C(F)(F)F,C7H5F11O3,"InChI=1S/C7H3F11O3/c8-1(9)4(11,12)5(13,14)2(10)21-6(15,3(19)20)7(16,17)18/h1-2H,(H,19,20)",True,"[2, 31, 33, 48]",4,
537,42,Specificity test for group 42,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(I)C([H])(F)C(F)(F)F,C7H5F12I,"InChI=1S/C7H3F12I/c8-1(4(12,20)2(9)7(17,18)19)5(13,14)6(15,16)3(10)11/h1-3H",True,"[21, 42, 48]",3,
538,42,Specificity test for group 42,Specificity,[H]C([H])(F)C(F)(I)C(C([H])(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H5F12I,"InChI=1S/C7H3F12I/c8-1-3(11,20)4(2(9)10,6(14,15)16)5(12,13)7(17,18)19/h2H,1H2",True,"[21, 42, 48]",3,
539,44,Specificity test for group 44,Specificity,FC(F)(F)C(F)(F)C(F)(c1ncc[nH]1)C(F)(F)F,C7H3F9N2,"InChI=1S/C7H3F9N2/c8-4(6(11,12)13,3-17-1-2-18-3)5(9,10)7(14,15)16/h1-2H,(H,17,18)",True,"[22, 44, 48, 51]",4,
540,22,Specificity test for group 22,Specificity,FC(F)(F)C(F)(F)C(F)(c1ncc[nH]1)C(F)(F)F,C7H3F9N2,"InChI=1S/C7H3F9N2/c8-4(6(11,12)13,3-17-1-2-18-3)5(9,10)7(14,15)16/h1-2H,(H,17,18)",True,"[22, 44, 48, 51]",4,
541,44,Specificity test for group 44,Specificity,FC(F)(F)C(F)(F)C(F)(c1ncc[nH]1)C(F)(F)F,C7H3F9N2,"InChI=1S/C7H3F9N2/c8-4(6(11,12)13,3-17-1-2-18-3)5(9,10)7(14,15)16/h1-2H,(H,17,18)",True,"[22, 44, 48, 51]",4,
542,51,Specificity test for group 51,Specificity,FC(F)(F)C(F)(F)C(F)(c1ncc[nH]1)C(F)(F)F,C7H3F9N2,"InChI=1S/C7H3F9N2/c8-4(6(11,12)13,3-17-1-2-18-3)5(9,10)7(14,15)16/h1-2H,(H,17,18)",True,"[22, 44, 48, 51]",4,
543,33,Specificity test for group 33,Specificity,[H]C([H])(F)C(C(F)(F)F)(C([H])(F)C(=O)O)C(F)(F)C(F)(F)F,C7H4F10O2,"InChI=1S/C7H4F10O2/c8-1-4(6(12,13)14,2(9)3(18)19)5(10,11)7(15,16)17/h2H,1H2,(H,18,19)",True,"[2, 33, 48]",3,
544,2,Specificity test for group 2,Specificity,[H]C([H])(F)OC(C(F)(F)F)(C([H])(F)C(=O)O)C(F)(F)C(F)(F)F,C7H6F10O3,"InChI=1S/C7H4F10O3/c8-1-20-4(6(12,13)14,2(9)3(18)19)5(10,11)7(15,16)17/h2H,1H2,(H,18,19)",True,"[2, 31, 33, 48]",4,
545,5,Specificity test for group 5,Specificity,[H]C([H])(F)OC(C(F)(F)F)(C([H])(F)C(=O)O)C(F)(F)C(F)(F)F,C7H6F10O3,"InChI=1S/C7H4F10O3/c8-1-20-4(6(12,13)14,2(9)3(18)19)5(10,11)7(15,16)17/h2H,1H2,(H,18,19)",True,"[2, 31, 33, 48]",4,
546,31,Specificity test for group 31,Specificity,[H]C([H])(F)OC(C(F)(F)F)(C([H])(F)C(=O)O)C(F)(F)C(F)(F)F,C7H6F10O3,"InChI=1S/C7H4F10O3/c8-1-20-4(6(12,13)14,2(9)3(18)19)5(10,11)7(15,16)17/h2H,1H2,(H,18,19)",True,"[2, 31, 33, 48]",4,
547,33,Specificity test for group 33,Specificity,[H]C([H])(F)OC(C(F)(F)F)(C([H])(F)C(=O)O)C(F)(F)C(F)(F)F,C7H6F10O3,"InChI=1S/C7H4F10O3/c8-1-20-4(6(12,13)14,2(9)3(18)19)5(10,11)7(15,16)17/h2H,1H2,(H,18,19)",True,"[2, 31, 33, 48]",4,
548,34,Specificity test for group 34,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)NC(=O)C([H])(F)C(F)(F)F,C7H6F11NO,"InChI=1S/C7H4F11NO/c8-1(7(16,17)18)2(20)19-4(11)6(14,15)5(12,13)3(9)10/h1,3-4H,(H,19,20)",True,"[34, 48]",2,
549,34,Specificity test for group 34,Specificity,[H]C([H])(F)C(=O)NC(C([H])(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H6F11NO,"InChI=1S/C7H4F11NO/c8-1-2(20)19-4(3(9)10,6(13,14)15)5(11,12)7(16,17)18/h3H,1H2,(H,19,20)",True,"[34, 48]",2,
550,17,Specificity test for group 17,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(OC(F)(F)F)C(F)(F)F,C7H6F12O,"InChI=1S/C7H4F12O/c8-1-4(2(9)10,3(11)12)5(13,6(14,15)16)20-7(17,18)19/h2-3H,1H2",True,"[17, 31, 48]",3,
551,31,Specificity test for group 31,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(OC(F)(F)F)C(F)(F)F,C7H6F12O,"InChI=1S/C7H4F12O/c8-1-4(2(9)10,3(11)12)5(13,6(14,15)16)20-7(17,18)19/h2-3H,1H2",True,"[17, 31, 48]",3,
552,29,Specificity test for group 29,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(O)(F)F)C(F)(F)F,C7H5F11O,"InChI=1S/C7H5F11O/c8-1-4(2(9)10,3(11)12)5(13,6(14,15)16)7(17,18)19/h2-3,19H,1H2",True,"[29, 48]",2,
553,38,Specificity test for group 38,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)S(=O)O,C7H5F11O2S,"InChI=1S/C7H5F11O2S/c8-1-4(2(9)10,3(11)12)5(13,6(14,15)16)7(17,18)21(19)20/h2-3H,1H2,(H,19,20)",True,"[38, 48]",2,
554,7,Specificity test for group 7,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C7H5F11O3S,"InChI=1S/C7H5F11O3S/c8-1-4(2(9)10,3(11)12)5(13,6(14,15)16)7(17,18)22(19,20)21/h2-3H,1H2,(H,19,20,21)",True,"[7, 36, 48]",3,
555,36,Specificity test for group 36,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C7H5F11O3S,"InChI=1S/C7H5F11O3S/c8-1-4(2(9)10,3(11)12)5(13,6(14,15)16)7(17,18)22(19,20)21/h2-3H,1H2,(H,19,20,21)",True,"[7, 36, 48]",3,
556,7,Specificity test for group 7,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(OC(F)(F)F)C(F)(F)S(=O)(=O)O,C7H7F11O4S,"InChI=1S/C7H5F11O4S/c8-1-4(2(9)10,3(11)12)5(13,22-7(16,17)18)6(14,15)23(19,20)21/h2-3H,1H2,(H,19,20,21)",True,"[7, 10, 31, 36, 48]",5,
557,10,Specificity test for group 10,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(OC(F)(F)F)C(F)(F)S(=O)(=O)O,C7H7F11O4S,"InChI=1S/C7H5F11O4S/c8-1-4(2(9)10,3(11)12)5(13,22-7(16,17)18)6(14,15)23(19,20)21/h2-3H,1H2,(H,19,20,21)",True,"[7, 10, 31, 36, 48]",5,
558,31,Specificity test for group 31,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(OC(F)(F)F)C(F)(F)S(=O)(=O)O,C7H7F11O4S,"InChI=1S/C7H5F11O4S/c8-1-4(2(9)10,3(11)12)5(13,22-7(16,17)18)6(14,15)23(19,20)21/h2-3H,1H2,(H,19,20,21)",True,"[7, 10, 31, 36, 48]",5,
559,36,Specificity test for group 36,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(OC(F)(F)F)C(F)(F)S(=O)(=O)O,C7H7F11O4S,"InChI=1S/C7H5F11O4S/c8-1-4(2(9)10,3(11)12)5(13,22-7(16,17)18)6(14,15)23(19,20)21/h2-3H,1H2,(H,19,20,21)",True,"[7, 10, 31, 36, 48]",5,
560,37,Specificity test for group 37,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)SO,C7H5F11OS,"InChI=1S/C7H5F11OS/c8-1-4(2(9)10,3(11)12)5(13,6(14,15)16)7(17,18)20-19/h2-3,19H,1H2",True,"[37, 48]",2,
561,47,Specificity test for group 47,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(NC(F)(F)F)C(F)(F)F,C7H7F12N,"InChI=1S/C7H5F12N/c8-1-4(2(9)10,3(11)12)5(13,6(14,15)16)20-7(17,18)19/h2-3,20H,1H2",True,"[47, 48]",2,
562,40,Specificity test for group 40,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)[PH](=O)O,C7H6F11O2P,"InChI=1S/C7H6F11O2P/c8-1-4(2(9)10,3(11)12)5(13,6(14,15)16)7(17,18)21(19)20/h2-3,21H,1H2,(H,19,20)",True,"[40, 48]",2,
563,39,Specificity test for group 39,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)P(=O)(O)O,C7H6F11O3P,"InChI=1S/C7H6F11O3P/c8-1-4(2(9)10,3(11)12)5(13,6(14,15)16)7(17,18)22(19,20)21/h2-3H,1H2,(H2,19,20,21)",True,"[39, 48]",2,
564,43,Specificity test for group 43,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,C7H7F12NO2S,"InChI=1S/C7H6F12NO2S/c8-1-4(2(9)10,3(11)12)5(13,6(14,15)16)20-23(21,22)7(17,18)19/h2-3,23H,1H2,(H,20,21,22)",True,"[43, 47, 48]",3,
565,47,Specificity test for group 47,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,C7H7F12NO2S,"InChI=1S/C7H6F12NO2S/c8-1-4(2(9)10,3(11)12)5(13,6(14,15)16)20-23(21,22)7(17,18)19/h2-3,23H,1H2,(H,20,21,22)",True,"[43, 47, 48]",3,
566,15,Specificity test for group 15,Specificity,OCCCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H7F9O,"InChI=1S/C7H7F9O/c8-4(2-1-3-17,6(11,12)13)5(9,10)7(14,15)16/h17H,1-3H2",True,"[15, 48]",2,
567,50,Specificity test for group 50,Specificity,[H]C(F)(F)C(F)(C#CC(F)(F)C(F)(F)F)C(F)(F)F,C7H3F11,"InChI=1S/C7HF11/c8-3(9)4(10,6(13,14)15)1-2-5(11,12)7(16,17)18/h3H",True,"[48, 50]",2,
568,50,Specificity test for group 50,Specificity,[H]C(F)(F)C(C#CC(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H3F11,"InChI=1S/C7HF11/c8-3(9)4(6(13,14)15,7(16,17)18)1-2-5(10,11)12/h3H",True,[50],1,
569,41,Specificity test for group 41,Specificity,[H]C(F)(F)C(C(F)=C(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H3F13,"InChI=1S/C7HF13/c8-1(2(9)5(12,13)14)4(3(10)11,6(15,16)17)7(18,19)20/h3H",True,"[19, 41, 49]",3,
570,49,Specificity test for group 49,Specificity,[H]C(F)(F)C(C(F)=C(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H3F13,"InChI=1S/C7HF13/c8-1(2(9)5(12,13)14)4(3(10)11,6(15,16)17)7(18,19)20/h3H",True,"[19, 41, 49]",3,
571,41,Specificity test for group 41,Specificity,[H]C(F)(F)C(F)(C(F)=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,C7H3F13,"InChI=1S/C7HF13/c8-1(2(9)5(13,14)7(18,19)20)4(12,3(10)11)6(15,16)17/h3H",True,"[19, 41, 48, 49]",4,
572,49,Specificity test for group 49,Specificity,[H]C(F)(F)C(F)(C(F)=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,C7H3F13,"InChI=1S/C7HF13/c8-1(2(9)5(13,14)7(18,19)20)4(12,3(10)11)6(15,16)17/h3H",True,"[19, 41, 48, 49]",4,
573,19,Specificity test for group 19,Specificity,FC(=CC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C7H3F13,"InChI=1S/C7HF13/c8-2(1-3(9,10)6(15,16)17)4(11,12)5(13,14)7(18,19)20/h1H",True,"[19, 41, 48, 49]",4,
